日期,省,比例
2020-01-11,湖南,0.1979
2020-01-11,江西,0.0983
2020-01-11,湖北,0.0795
2020-01-11,四川,0.0605
2020-01-11,河南,0.0527
2020-01-11,贵州,0.0507
2020-01-11,重庆,0.0367
2020-01-11,福建,0.0302
2020-01-11,云南,0.0241
2020-01-11,安徽,0.0145
2020-01-11,浙江,0.0134
2020-01-11,江苏,0.0115
2020-01-11,北京,0.0103
2020-01-11,陕西,0.0098
2020-01-11,上海,0.0089
2020-01-11,海南,0.0084
2020-01-11,山东,0.0069
2020-01-11,河北,0.0052
2020-01-11,辽宁,0.0034
2020-01-11,山西,0.0028000000000000004
2020-01-11,甘肃,0.0028000000000000004
2020-01-11,黑龙江,0.0028000000000000004
2020-01-11,吉林,0.002
2020-01-11,天津,0.0016
2020-01-11,新疆,0.0011
2020-01-11,内蒙古,0.001
2020-01-11,宁夏,0.0004
2020-01-11,青海,0.0002
2020-01-12,广西,0.2009
2020-01-12,湖南,0.2007
2020-01-12,江西,0.1029
2020-01-12,湖北,0.0858
2020-01-12,四川,0.0653
2020-01-12,贵州,0.0562
2020-01-12,河南,0.0468
2020-01-12,重庆,0.0361
2020-01-12,福建,0.0289
2020-01-12,云南,0.0237
2020-01-12,安徽,0.015
2020-01-12,浙江,0.0124
2020-01-12,陕西,0.011
2020-01-12,江苏,0.0102
2020-01-12,北京,0.0094
2020-01-12,海南,0.0085
2020-01-12,上海,0.008199999999999999
2020-01-12,山东,0.0069
2020-01-12,河北,0.0049
2020-01-12,辽宁,0.0034
2020-01-12,黑龙江,0.003
2020-01-12,甘肃,0.003
2020-01-12,山西,0.0026
2020-01-12,吉林,0.0021
2020-01-12,天津,0.0014000000000000002
2020-01-12,新疆,0.0011
2020-01-12,内蒙古,0.0011
2020-01-12,宁夏,0.0005
2020-01-12,青海,0.0004
2020-01-13,湖南,0.1965
2020-01-13,广西,0.1861
2020-01-13,江西,0.0996
2020-01-13,湖北,0.0852
2020-01-13,四川,0.0737
2020-01-13,河南,0.05860000000000001
2020-01-13,贵州,0.0515
2020-01-13,重庆,0.0387
2020-01-13,福建,0.0271
2020-01-13,云南,0.0254
2020-01-13,安徽,0.0173
2020-01-13,陕西,0.012
2020-01-13,浙江,0.0119
2020-01-13,江苏,0.0102
2020-01-13,北京,0.0093
2020-01-13,海南,0.0083
2020-01-13,上海,0.0078
2020-01-13,山东,0.0076
2020-01-13,河北,0.0052
2020-01-13,甘肃,0.0031
2020-01-13,辽宁,0.0031
2020-01-13,黑龙江,0.0029
2020-01-13,山西,0.0027
2020-01-13,吉林,0.002
2020-01-13,天津,0.0013
2020-01-13,新疆,0.0012
2020-01-13,内蒙古,0.001
2020-01-13,宁夏,0.0005
2020-01-13,青海,0.0003
2020-01-14,湖南,0.2079
2020-01-14,广西,0.1916
2020-01-14,江西,0.1057
2020-01-14,湖北,0.0839
2020-01-14,四川,0.0765
2020-01-14,河南,0.0597
2020-01-14,贵州,0.0486
2020-01-14,重庆,0.0381
2020-01-14,福建,0.0258
2020-01-14,云南,0.024
2020-01-14,安徽,0.0171
2020-01-14,陕西,0.0116
2020-01-14,浙江,0.0109
2020-01-14,江苏,0.0099
2020-01-14,海南,0.0078
2020-01-14,北京,0.0078
2020-01-14,山东,0.006999999999999999
2020-01-14,上海,0.0068000000000000005
2020-01-14,河北,0.0052
2020-01-14,辽宁,0.0033
2020-01-14,甘肃,0.0031
2020-01-14,山西,0.0028000000000000004
2020-01-14,黑龙江,0.0026
2020-01-14,吉林,0.0019
2020-01-14,天津,0.0012
2020-01-14,内蒙古,0.001
2020-01-14,新疆,0.001
2020-01-14,宁夏,0.0004
2020-01-14,青海,0.0003
2020-01-15,湖南,0.2153
2020-01-15,广西,0.2018
2020-01-15,江西,0.1176
2020-01-15,湖北,0.0803
2020-01-15,四川,0.069
2020-01-15,河南,0.0601
2020-01-15,贵州,0.0447
2020-01-15,重庆,0.0359
2020-01-15,福建,0.0267
2020-01-15,云南,0.0219
2020-01-15,安徽,0.0188
2020-01-15,陕西,0.011200000000000002
2020-01-15,浙江,0.0101
2020-01-15,江苏,0.0092
2020-01-15,海南,0.0069
2020-01-15,山东,0.0068000000000000005
2020-01-15,北京,0.006500000000000001
2020-01-15,上海,0.006
2020-01-15,河北,0.0046
2020-01-15,甘肃,0.003
2020-01-15,辽宁,0.0028000000000000004
2020-01-15,山西,0.0027
2020-01-15,黑龙江,0.0026
2020-01-15,吉林,0.0018
2020-01-15,天津,0.0011
2020-01-15,内蒙古,0.001
2020-01-15,新疆,0.0008
2020-01-15,宁夏,0.0004
2020-01-15,青海,0.0002
2020-01-16,广西,0.2327
2020-01-16,湖南,0.2146
2020-01-16,江西,0.13
2020-01-16,湖北,0.0723
2020-01-16,四川,0.0609
2020-01-16,河南,0.0552
2020-01-16,贵州,0.040199999999999986
2020-01-16,重庆,0.0307
2020-01-16,福建,0.0277
2020-01-16,云南,0.0209
2020-01-16,安徽,0.0158
2020-01-16,陕西,0.0103
2020-01-16,浙江,0.0095
2020-01-16,江苏,0.0084
2020-01-16,海南,0.006999999999999999
2020-01-16,山东,0.0064
2020-01-16,北京,0.0061
2020-01-16,上海,0.0054
2020-01-16,河北,0.0044
2020-01-16,辽宁,0.0027
2020-01-16,甘肃,0.0026
2020-01-16,黑龙江,0.0023
2020-01-16,山西,0.0022
2020-01-16,吉林,0.0016
2020-01-16,天津,0.001
2020-01-16,内蒙古,0.0008
2020-01-16,新疆,0.0007000000000000001
2020-01-16,宁夏,0.0003
2020-01-16,青海,0.0002
2020-01-17,广西,0.249
2020-01-17,湖南,0.215
2020-01-17,江西,0.1278
2020-01-17,湖北,0.0722
2020-01-17,四川,0.0601
2020-01-17,河南,0.0541
2020-01-17,贵州,0.0396
2020-01-17,重庆,0.0292
2020-01-17,福建,0.0279
2020-01-17,云南,0.0201
2020-01-17,安徽,0.0152
2020-01-17,陕西,0.0101
2020-01-17,浙江,0.0086
2020-01-17,江苏,0.0079
2020-01-17,海南,0.006999999999999999
2020-01-17,山东,0.0059
2020-01-17,北京,0.005
2020-01-17,上海,0.0043
2020-01-17,河北,0.0039
2020-01-17,甘肃,0.0026
2020-01-17,辽宁,0.0025
2020-01-17,山西,0.0024
2020-01-17,黑龙江,0.0021
2020-01-17,吉林,0.0016
2020-01-17,天津,0.0008
2020-01-17,内蒙古,0.0007000000000000001
2020-01-17,新疆,0.0006
2020-01-17,宁夏,0.0003
2020-01-17,青海,0.0001
2020-01-18,广西,0.2345
2020-01-18,湖南,0.2204
2020-01-18,江西,0.136
2020-01-18,湖北,0.0728
2020-01-18,四川,0.0632
2020-01-18,河南,0.0489
2020-01-18,贵州,0.0381
2020-01-18,福建,0.0312
2020-01-18,重庆,0.0296
2020-01-18,云南,0.0199
2020-01-18,安徽,0.016
2020-01-18,陕西,0.009000000000000001
2020-01-18,浙江,0.0085
2020-01-18,江苏,0.0076
2020-01-18,海南,0.0075
2020-01-18,山东,0.005699999999999999
2020-01-18,北京,0.0046
2020-01-18,上海,0.0039
2020-01-18,河北,0.0038
2020-01-18,甘肃,0.0025
2020-01-18,山西,0.0024
2020-01-18,辽宁,0.0023
2020-01-18,黑龙江,0.0021
2020-01-18,吉林,0.0015
2020-01-18,天津,0.0008
2020-01-18,内蒙古,0.0007000000000000001
2020-01-18,新疆,0.0006
2020-01-18,宁夏,0.0003
2020-01-18,青海,0.0001
2020-01-19,广西,0.2629
2020-01-19,湖南,0.2074
2020-01-19,江西,0.1362
2020-01-19,湖北,0.073
2020-01-19,四川,0.0582
2020-01-19,河南,0.048
2020-01-19,贵州,0.0336
2020-01-19,福建,0.0313
2020-01-19,重庆,0.0265
2020-01-19,云南,0.0192
2020-01-19,安徽,0.016200000000000003
2020-01-19,陕西,0.01
