日期,省,比例
2020-01-11,河北,0.0187
2020-01-11,湖北,0.0168
2020-01-11,陕西,0.0126
2020-01-11,江西,0.0115
2020-01-11,福建,0.0098
2020-01-11,湖南,0.0092
2020-01-11,天津,0.0089
2020-01-11,辽宁,0.0087
2020-01-11,四川,0.008
2020-01-11,山西,0.0073
2020-01-11,重庆,0.005699999999999999
2020-01-11,甘肃,0.0051
2020-01-11,吉林,0.0043
2020-01-11,黑龙江,0.0039
2020-01-11,广西,0.0038
2020-01-11,云南,0.0036
2020-01-11,贵州,0.0032
2020-01-11,海南,0.0027
2020-01-11,新疆,0.0025
2020-01-11,内蒙古,0.0023
2020-01-11,宁夏,0.0017
2020-01-11,青海,0.0011
2020-01-11,西藏,0.0001
2020-01-12,上海,0.2868
2020-01-12,安徽,0.1834
2020-01-12,浙江,0.15
2020-01-12,山东,0.113
2020-01-12,河南,0.0439
2020-01-12,北京,0.0271
2020-01-12,广东,0.0239
2020-01-12,河北,0.022000000000000002
2020-01-12,湖北,0.016399999999999998
2020-01-12,陕西,0.0137
2020-01-12,福建,0.0119
2020-01-12,江西,0.0113
2020-01-12,辽宁,0.0103
2020-01-12,四川,0.0093
2020-01-12,天津,0.0092
2020-01-12,湖南,0.0089
2020-01-12,山西,0.0084
2020-01-12,甘肃,0.0062
2020-01-12,重庆,0.0058
2020-01-12,黑龙江,0.0049
2020-01-12,吉林,0.0048
2020-01-12,广西,0.004699999999999999
2020-01-12,云南,0.0042
2020-01-12,贵州,0.0036
2020-01-12,内蒙古,0.0036
2020-01-12,新疆,0.0034
2020-01-12,海南,0.0029
2020-01-12,宁夏,0.002
2020-01-12,青海,0.0012
2020-01-12,西藏,0.0002
2020-01-13,上海,0.2607
2020-01-13,安徽,0.2098
2020-01-13,浙江,0.14859999999999998
2020-01-13,山东,0.1087
2020-01-13,河南,0.04190000000000002
2020-01-13,北京,0.0294
2020-01-13,广东,0.0257
2020-01-13,河北,0.02
2020-01-13,湖北,0.0176
2020-01-13,陕西,0.0132
2020-01-13,福建,0.0116
2020-01-13,江西,0.0115
2020-01-13,辽宁,0.0099
2020-01-13,湖南,0.0097
2020-01-13,四川,0.0095
2020-01-13,天津,0.0091
2020-01-13,山西,0.009000000000000001
2020-01-13,甘肃,0.0078
2020-01-13,重庆,0.0058
2020-01-13,云南,0.0049
2020-01-13,广西,0.0048
2020-01-13,吉林,0.0046
2020-01-13,黑龙江,0.0044
2020-01-13,贵州,0.0036
2020-01-13,新疆,0.0035
2020-01-13,内蒙古,0.0034
2020-01-13,海南,0.003
2020-01-13,宁夏,0.0026
2020-01-13,青海,0.0018
2020-01-13,西藏,0.0002
2020-01-14,上海,0.2681
2020-01-14,安徽,0.192
2020-01-14,浙江,0.1577
2020-01-14,山东,0.10300000000000001
2020-01-14,河南,0.039900000000000005
2020-01-14,北京,0.029900000000000006
2020-01-14,广东,0.0285
2020-01-14,河北,0.018500000000000003
2020-01-14,湖北,0.0178
2020-01-14,陕西,0.0137
2020-01-14,江西,0.013000000000000001
2020-01-14,福建,0.0128
2020-01-14,四川,0.0105
2020-01-14,辽宁,0.0102
2020-01-14,湖南,0.0101
2020-01-14,天津,0.0095
2020-01-14,山西,0.0092
2020-01-14,甘肃,0.0073
2020-01-14,重庆,0.0066
2020-01-14,广西,0.0052
2020-01-14,云南,0.0051
2020-01-14,贵州,0.0046
2020-01-14,吉林,0.0042
2020-01-14,黑龙江,0.0042
2020-01-14,新疆,0.004
2020-01-14,内蒙古,0.0034
2020-01-14,海南,0.003
2020-01-14,宁夏,0.0024
2020-01-14,青海,0.0019
2020-01-14,西藏,0.0002
2020-01-15,上海,0.2638
2020-01-15,安徽,0.1875
2020-01-15,浙江,0.1656
2020-01-15,山东,0.1039
2020-01-15,河南,0.0386
2020-01-15,北京,0.0318
2020-01-15,广东,0.0296
2020-01-15,河北,0.018500000000000003
2020-01-15,湖北,0.0182
2020-01-15,福建,0.013999999999999999
2020-01-15,陕西,0.0137
2020-01-15,江西,0.0128
2020-01-15,四川,0.0108
2020-01-15,山西,0.0097
2020-01-15,湖南,0.0096
2020-01-15,辽宁,0.0096
2020-01-15,天津,0.0092
2020-01-15,重庆,0.0068000000000000005
2020-01-15,甘肃,0.006
2020-01-15,广西,0.0052
2020-01-15,云南,0.0049
2020-01-15,贵州,0.0045000000000000005
2020-01-15,黑龙江,0.0041
2020-01-15,新疆,0.004
2020-01-15,内蒙古,0.0038
2020-01-15,海南,0.0035
2020-01-15,吉林,0.0034
2020-01-15,宁夏,0.002
2020-01-15,青海,0.0015
2020-01-15,西藏,0.0002
2020-01-16,上海,0.2713
2020-01-16,安徽,0.1714
2020-01-16,浙江,0.1711
2020-01-16,山东,0.1024
2020-01-16,北京,0.034300000000000004
2020-01-16,河南,0.0338
2020-01-16,广东,0.0322
2020-01-16,河北,0.0193
2020-01-16,湖北,0.0176
2020-01-16,福建,0.0143
2020-01-16,陕西,0.0141
2020-01-16,江西,0.0137
2020-01-16,四川,0.0113
2020-01-16,辽宁,0.0101
2020-01-16,湖南,0.0097
2020-01-16,天津,0.0093
2020-01-16,山西,0.0088
2020-01-16,重庆,0.0074
2020-01-16,云南,0.006
2020-01-16,广西,0.0055000000000000005
2020-01-16,甘肃,0.0054
2020-01-16,贵州,0.0052
2020-01-16,黑龙江,0.0041
2020-01-16,内蒙古,0.004
2020-01-16,新疆,0.004
2020-01-16,海南,0.0036
2020-01-16,吉林,0.0035
2020-01-16,宁夏,0.0018
2020-01-16,青海,0.0015
2020-01-16,西藏,0.0002
2020-01-17,上海,0.2875
2020-01-17,浙江,0.1697
2020-01-17,安徽,0.16899999999999998
2020-01-17,山东,0.0955
2020-01-17,北京,0.0347
2020-01-17,河南,0.0345
2020-01-17,广东,0.0323
2020-01-17,湖北,0.0175
2020-01-17,河北,0.0171
2020-01-17,福建,0.013999999999999999
2020-01-17,江西,0.0138
2020-01-17,陕西,0.0129
2020-01-17,四川,0.011000000000000001
2020-01-17,辽宁,0.0099
2020-01-17,山西,0.0091
2020-01-17,湖南,0.0089
2020-01-17,天津,0.0086
2020-01-17,重庆,0.0075
2020-01-17,广西,0.005699999999999999
2020-01-17,云南,0.005600000000000001
2020-01-17,甘肃,0.0051
2020-01-17,贵州,0.004699999999999999
2020-01-17,黑龙江,0.0041
2020-01-17,内蒙古,0.004
2020-01-17,新疆,0.0038
2020-01-17,海南,0.0035
2020-01-17,吉林,0.0034
2020-01-17,宁夏,0.0016
2020-01-17,青海,0.0016
2020-01-17,西藏,0.0002
2020-01-18,上海,0.344
2020-01-18,浙江,0.1689
2020-01-18,安徽,0.1497
2020-01-18,山东,0.087
2020-01-18,北京,0.0325
2020-01-18,广东,0.0295
2020-01-18,河南,0.0287
2020-01-18,湖北,0.0165
2020-01-18,河北,0.0153
2020-01-18,福建,0.013
2020-01-18,陕西,0.0121
2020-01-18,江西,0.0119
2020-01-18,四川,0.0103
2020-01-18,辽宁,0.0088
2020-01-18,湖南,0.008199999999999999
2020-01-18,山西,0.008100000000000001
2020-01-18,重庆,0.0071
2020-01-18,天津,0.006999999999999999
2020-01-18,广西,0.0052
2020-01-18,云南,0.0051
2020-01-18,贵州,0.0044
2020-01-18,甘肃,0.0042
2020-01-18,新疆,0.0036
2020-01-18,黑龙江,0.0035
2020-01-18,内蒙古,0.0033
2020-01-18,海南,0.0031
2020-01-18,吉林,0.0029
2020-01-18,宁夏,0.0015
2020-01-18,青海,0.0014000000000000002
2020-01-18,西藏,0.0003
2020-01-19,上海,0.3183
2020-01-19,浙江,0.16899999999999998
2020-01-19,安徽,0.1566
2020-01-19,山东,0.087
2020-01-19,北京,0.0364
2020-01-19,河南,0.0321
2020-01-19,广东,0.0312
2020-01-19,湖北,0.0163
2020-01-19,河北,0.0154
2020-01-19,陕西,0.0142
2020-01-19,福建,0.014
2020-01-19,江西,0.0125
2020-01-19,四川,0.0117
2020-01-19,辽宁,0.0093
2020-01-19,山西,0.0088
2020-01-19,湖南,0.0088
2020-01-19,重庆,0.0075
2020-01-19,天津,0.0075
2020-01-19,广西,0.005699999999999999
2020-01-19,云南,0.0052
2020-01-19,贵州,0.0048
2020-01-19,甘肃,0.0041
2020-01-19,新疆,0.0039
2020-01-19,黑龙江,0.0037
2020-01-19,内蒙古,0.0034
2020-01-19,海南,0.0032
2020-01-19,吉林,0.003
2020-01-19,宁夏,0.002
2020-01-19,青海,0.0015
2020-01-19,西藏,0.0003
2020-01-20,上海,0.3237
2020-01-20,浙江,0.1642
2020-01-20,安徽,0.16140000000000002
2020-01-20,山东,0.0862
2020-01-20,北京,0.0365
2020-01-20,广东,0.032
2020-01-20,河南,0.0294
2020-01-20,湖北,0.0173
2020-01-20,河北,0.0159
2020-01-20,福建,0.0139
2020-01-20,陕西,0.0129
2020-01-20,江西,0.0117
2020-01-20,四川,0.0116
2020-01-20,辽宁,0.0084
2020-01-20,湖南,0.0083
2020-01-20,天津,0.008100000000000001
2020-01-20,山西,0.008
2020-01-20,重庆,0.0071
2020-01-20,广西,0.005699999999999999
2020-01-20,云南,0.0053
2020-01-20,贵州,0.0046
2020-01-20,新疆,0.0041
2020-01-20,甘肃,0.0039
2020-01-20,黑龙江,0.0038
